,TOTAL_RECORDS,TOTAL_SUM,MEAN,STD_DEV,MEDIAN,MAX,MIN,ZERO_RECORDS,NON_ZERO_RECORDS,NA_RECORDS,NULL_RECORDS,Segment 1,Segment 2,Segment 3,Segment 4,Segment 5,Segment 6,Segment 7,Segment 8,Segment 9,Segment 10,COLUMN_NAME
Population,2007992.0,93383775.0,46.50604932688975,18.33790447557062,41.0,100.0,24.0,0.0,2007992.0,0.0,0.0,24.0,28.0,32.0,36.0,38.0,41.0,44.0,51.0,56.0,76.0,bitcoin_trend
Arbitrage Present,37938.0,2160404.0,56.945648162791926,14.823908557677619,56.0,100.0,24.0,0.0,37938.0,0.0,0.0,24.0,40.0,48.0,56.0,56.0,56.0,56.0,56.0,56.0,83.0,bitcoin_trend
Arbitrage Not Present,1970054.0,91223371.0,46.30501042103415,18.340767077354133,41.0,100.0,24.0,0.0,1970054.0,0.0,0.0,24.0,28.0,32.0,36.0,38.0,41.0,44.0,48.0,56.0,76.0,bitcoin_trend
Population,2007992.0,117574348.0,58.553195431057496,11.928544068297471,55.0,100.0,44.0,0.0,2007992.0,0.0,0.0,44.0,47.0,50.0,51.0,54.0,55.0,58.0,61.0,64.0,74.0,crypto_currency_trend
Arbitrage Present,37938.0,2405761.0,63.41296325583847,10.383206578461895,62.0,100.0,44.0,0.0,37938.0,0.0,0.0,44.0,55.0,60.0,62.0,62.0,62.0,62.0,62.0,62.0,68.0,crypto_currency_trend
Arbitrage Not Present,1970054.0,115168587.0,58.4596092289856,11.936943922685648,55.0,100.0,44.0,0.0,1970054.0,0.0,0.0,44.0,47.0,50.0,51.0,54.0,55.0,58.0,61.0,64.0,74.0,crypto_currency_trend
Population,2007992.0,80473959.0,40.076832477420226,20.528912905542175,33.0,100.0,19.0,0.0,2007992.0,0.0,0.0,19.0,21.0,26.0,29.0,31.0,33.0,38.0,40.0,49.0,69.0,ethereum_trend
Arbitrage Present,37938.0,1679158.0,44.26058305656598,18.841694716399672,39.0,100.0,19.0,0.0,37938.0,0.0,0.0,19.0,29.0,38.0,39.0,39.0,39.0,39.0,39.0,40.0,69.0,ethereum_trend
Arbitrage Not Present,1970054.0,78794801.0,39.99626456939759,20.551692926132713,33.0,100.0,19.0,0.0,1970054.0,0.0,0.0,19.0,21.0,26.0,28.0,31.0,33.0,38.0,40.0,49.0,69.0,ethereum_trend
Population,2007992.0,108467661.0,54.01797467320587,13.93185444527719,52.0,100.0,33.0,0.0,2007992.0,0.0,0.0,33.0,40.0,43.0,46.0,49.0,52.0,54.0,56.0,58.0,76.0,USDC_trend
Arbitrage Present,37938.0,2560705.0,67.49710053244767,12.636411415293571,71.0,100.0,33.0,0.0,37938.0,0.0,0.0,33.0,47.0,55.0,71.0,71.0,71.0,71.0,71.0,71.0,76.0,USDC_trend
Arbitrage Not Present,1970054.0,105906956.0,53.75840256155415,13.827265018362338,52.0,100.0,33.0,0.0,1970054.0,0.0,0.0,33.0,39.0,43.0,46.0,48.0,52.0,54.0,56.0,58.0,76.0,USDC_trend
Population,2007992.0,114890490.0,57.21660743668301,14.777938375229557,55.0,100.0,28.0,0.0,2007992.0,0.0,0.0,28.0,43.0,46.0,48.0,52.0,55.0,58.0,61.0,65.0,76.0,WETH_trend
Arbitrage Present,37938.0,2598778.0,68.50065896989825,11.635544221502323,70.0,100.0,28.0,0.0,37938.0,0.0,0.0,28.0,53.0,60.0,70.0,70.0,70.0,70.0,70.0,70.0,87.0,WETH_trend
Arbitrage Not Present,1970054.0,112291712.0,56.99930661799118,14.747429170420835,54.0,100.0,28.0,0.0,1970054.0,0.0,0.0,28.0,43.0,46.0,48.0,52.0,54.0,58.0,61.0,65.0,76.0,WETH_trend
Population,2007992.0,-627393670.0768956,-312.44829166495464,175724.79627346763,-103.7049075,19999999.981373,-19549576.158741,0.0,2007992.0,0.0,0.0,-19549576.158741,-54181.475134,-7098.70188,-2445.705189,-739.445935,-103.698468,321.603799,1547.253211,5826.309528,59266.675147,p1.t0_amount
Arbitrage Present,37938.0,-1459012978.9477768,-38457.82537160042,660371.3538910112,-4861.459202,10000000.0,-13365161.517147,0.0,37938.0,0.0,0.0,-13365161.517147,-159817.844844,-4874.231836,-4869.981367,-4865.718442,-4861.459202,-4857.02668,-4852.748374,14839.579132,97665.135268,p1.t0_amount
Arbitrage Not Present,1970054.0,831619308.8708814,422.13021007083125,151814.27020692307,-94.098555,19999999.981373,-19549576.158741,0.0,1970054.0,0.0,0.0,-19549576.158741,-53665.430131,-7214.461775,-2210.60967,-665.412039,-94.094824,350.000003,1586.0,5773.006737,58955.470794,p1.t0_amount
Population,2007992.0,261516.59423742606,0.13023786660376438,73.52284179426812,0.0431026818502013,5240.399995119506,-5330.532423678818,0.0,2007992.0,0.0,0.0,-5330.532423678818,-24.4127059210054,-2.4980927412787035,-0.6355776366672448,-0.1350053661214599,0.0431130186226683,0.293,1.0,2.8826717780868187,21.948806418465026,p1.t1_amount
Arbitrage Present,37938.0,596698.7912163837,15.728261669470813,273.65129284190346,1.47,4764.268344651634,-3868.9132161094176,0.0,37938.0,0.0,0.0,-3868.9132161094176,-33.42330785646517,-6.781309997519584,1.47,1.47,1.47,1.47,1.47,1.47,52.45070852367676,p1.t1_amount
Arbitrage Not Present,1970054.0,-335182.1969789576,-0.17013858350022773,63.74073447251516,0.03501480280107665,5240.399995119506,-5330.532423678818,0.0,1970054.0,0.0,0.0,-5330.532423678818,-24.344807425307767,-2.4817920696857394,-0.6461946118939538,-0.1444170288025086,0.0350175192017624,0.2658296342587244,0.9181900235771236,2.931112931678866,21.7245,p1.t1_amount
Population,2007992.0,981790023495.0,488941.2027015048,741045.5376651142,327262.0,30000000.0,106538.0,0.0,2007992.0,0.0,0.0,106538.0,204462.0,244902.0,267690.0,300534.0,327262.0,366338.0,426371.0,518450.0,753850.0,p1.gasUsed
Arbitrage Present,37938.0,20046345338.0,528397.5259106964,743195.6033478895,302979.0,24000000.0,114464.0,0.0,37938.0,0.0,0.0,114464.0,298224.0,299226.0,299274.0,300705.0,302979.0,303123.0,345065.0,533793.0,972397.0,p1.gasUsed
Arbitrage Not Present,1970054.0,961743678157.0,488181.3788642342,740983.641989318,328466.5,30000000.0,106538.0,0.0,1970054.0,0.0,0.0,106538.0,204417.0,244086.0,266441.0,300530.0,328467.0,367771.0,426576.0,518346.0,750465.0,p1.gasUsed
Population,2007992.0,7.670111380767544e+16,38197918023.416145,176189533055.4719,22259415459.5,56657201823439.0,1938712491.0,0.0,2007992.0,0.0,0.0,1938712491.0,7391121219.0,11288157487.0,14624871949.0,18000000000.0,22259495695.0,26994386584.0,33691372464.0,43790094975.0,62207801488.0,p1.gasPrice
Arbitrage Present,37938.0,3809512993211261.0,100414175581.50827,710788014414.4767,24582129783.0,29654910268679.0,2806329340.0,0.0,37938.0,0.0,0.0,2806329340.0,24582129783.0,24582129783.0,24582129783.0,24582129783.0,24582129783.0,24582129783.0,31498103183.0,41561037783.0,88805594565.0,p1.gasPrice
Arbitrage Not Present,1970054.0,7.289160081446414e+16,36999798388.50313,147768875046.849,21889477866.0,56657201823439.0,1938712491.0,0.0,1970054.0,0.0,0.0,1938712491.0,7325802196.0,11155599322.0,14477233148.0,17754095340.0,21889502616.0,27059174996.0,33795356869.0,43811694970.0,62000000000.0,p1.gasPrice
Population,2007992.0,5159673473.785198,2569.568740206733,746.6145746458387,2342.634818855907,4110.782853948807,1522.7139922264505,0.0,2007992.0,0.0,0.0,1522.7139922264505,1648.9433803002528,1835.484620674784,1930.472549094373,2223.5000408326746,2342.644853629915,2895.704609261205,3105.239583871735,3369.115506665495,3674.69556126906,p1.eth_price_usd
Arbitrage Present,37938.0,117170113.44136521,3088.4631093195535,518.2922157941998,3307.900566811975,4110.782853948807,1523.771922614937,0.0,37938.0,0.0,0.0,1523.771922614937,2184.0039611636757,2849.9323608439045,3301.964759539191,3304.882177722752,3307.900566811975,3310.798304450307,3313.699895990525,3316.594427399769,3412.1044423016706,p1.eth_price_usd
Arbitrage Not Present,1970054.0,5042503360.343834,2559.576214836666,746.7999657928943,2326.510430728954,4092.7160412785624,1522.7139922264505,0.0,1970054.0,0.0,0.0,1522.7139922264505,1648.4866733366166,1832.9924675447728,1920.561283777275,2218.481398696653,2326.5133828579487,2846.7180327042643,3089.7420971182855,3376.456371579543,3677.3935021307175,p1.eth_price_usd
Population,2007992.0,48262573.687563635,24.035242016683153,84.46592314020178,1.8609421382498743,9996.87066253071,5.276913835017783e-13,0.0,2007992.0,0.0,0.0,5.276913835017783e-13,0.0980489962510646,0.2503394542968328,0.5060657642695657,0.9995017525734592,1.8609921213312728,3.2630063305192083,7.703723884850868,28.29217919222216,70.59703262427108,p1.transaction_fees_usd
Arbitrage Present,37938.0,3794127.9408185463,100.00864412511325,314.70166757551004,2.4366763346821414,6581.594469250567,0.0001064801636,0.0,37938.0,0.0,0.0,0.0001064801636,2.4280603242280923,2.4301975541243657,2.4324140828129477,2.4345453913075237,2.4366763346821414,2.4388032447700927,7.462827998580196,60.15168991226656,276.9028181336254,p1.transaction_fees_usd
Arbitrage Not Present,1970054.0,44468445.746745124,22.572196369614804,72.46687441485673,1.7491336555925137,9996.87066253071,5.276913835017783e-13,0.0,1970054.0,0.0,0.0,5.276913835017783e-13,0.0950267259681983,0.2498751934441576,0.4997522613401963,0.9767091059954351,1.7491337214816978,3.283112506858309,7.729656462893779,28.084255932955266,69.58610441781595,p1.transaction_fees_usd
Population,2007992.0,92242627.38023704,45.93774645528321,253.5936085843688,19.510501324189185,91620.20739823383,0.952490429548716,0.0,2007992.0,0.0,0.0,0.952490429548716,5.688200981135864,8.427537233409714,11.47560695365266,15.075868251518113,19.510602472697677,24.676617272606588,32.637297318582625,46.61650455722102,79.7114898184429,p1.gas_fees_usd
Arbitrage Present,37938.0,6624022.8847807795,174.60126745692392,1171.9359585018562,24.60470863239164,48199.244268558505,1.563419886815714,0.0,37938.0,0.0,0.0,1.563419886815714,22.476036960799465,24.30374473891321,24.34469976845823,24.402141624263685,24.60470863239164,24.707998651943655,28.218423986126364,72.39386020355504,228.83291185857652,p1.gas_fees_usd
Arbitrage Not Present,1970054.0,85618604.4954562,43.46002926592683,196.91425066451637,19.069088897425154,91620.20739823383,0.952490429548716,0.0,1970054.0,0.0,0.0,0.952490429548716,5.638578451796911,8.323036124783169,11.29710338803045,14.791665589944683,19.069233960450788,24.64670737025514,32.680905729505355,46.4519435287013,78.6888271697062,p1.gas_fees_usd
Population,2007992.0,140505201.0678006,69.97298847196633,278.8463695987451,27.993604371658975,91632.81935227642,1.2487820859789882,0.0,2007992.0,0.0,0.0,1.2487820859789882,7.47464082739654,11.401207975188663,15.915346299028268,21.522452146560333,27.99375744643316,38.122730191038045,54.3988144514768,82.30809450206482,141.04762357356137,p1.total_fees_usd
Arbitrage Present,37938.0,10418150.825599328,274.6099115820372,1250.380088518019,27.14335751067615,48714.1191103388,1.9288894030454875,0.0,37938.0,0.0,0.0,1.9288894030454875,26.733614065705854,26.774497636152716,26.833484813385557,27.031910252931738,27.14335751067615,27.953663488075293,51.92822293691932,236.975403167584,620.7074884239869,p1.total_fees_usd
Arbitrage Not Present,1970054.0,130087050.24220133,66.03222563554164,219.8262632742565,28.18162423345975,91632.81935227642,1.2487820859789882,0.0,1970054.0,0.0,0.0,1.2487820859789882,7.400420491303086,11.24765234762762,15.644355943049348,21.06276629338352,28.181689845843323,38.29987062981193,54.41251576598617,81.7570080980241,138.45269186748698,p1.total_fees_usd
Population,2007992.0,5168727451.214706,2574.077711073902,134575.01343909116,60.38189,9999999.990686,-8562524.041058,0.0,2007992.0,0.0,0.0,-8562524.041058,-63094.977493,-8755.457041,-1856.815046,-300.0,60.38189,925.359899,3300.0,20000.0,76072.133624,p0.t0_amount
Arbitrage Present,37938.0,-1121590377.9530573,-29563.771889742668,492865.59181602724,4860.778246,9999999.990686,-6362244.234206,0.0,37938.0,0.0,0.0,-6362244.234206,-65865.076552,-14821.869325,4852.061845,4856.344501,4860.778246,4865.207031,4869.471251,4873.891594,43632.8125,p0.t0_amount
Arbitrage Not Present,1970054.0,6290317829.167761,3192.967212659024,117307.78244341332,45.256451,8222253.521076,-8562524.041058,0.0,1970054.0,0.0,0.0,-8562524.041058,-63060.686368,-8737.302028,-1888.808959,-322.443884,45.256451,810.0,3000.0,20637.9,76562.5,p0.t0_amount
Population,2007992.0,-1517483.7614656196,-0.7557220155586375,47.482736889494795,-0.0269144806232995,2303.7817762196214,-4370.829156178865,0.0,2007992.0,0.0,0.0,-4370.829156178865,-29.910565760949623,-7.738252195899176,-1.3591152926306307,-0.3793685797242338,-0.0269144806232995,0.1217147067961467,0.7834091266298714,3.4371130037388076,25.967563236466408,p0.t1_amount
Arbitrage Present,37938.0,393802.0993433485,10.380149173476422,168.17023682134376,-1.490749468434185,2295.502972835488,-4370.829156178865,0.0,37938.0,0.0,0.0,-4370.829156178865,-14.003961679129892,-1.497386498287986,-1.4951446108790472,-1.4929876941621985,-1.490749468434185,-1.4885988633996872,-1.4863593910279596,6.0,24.187994174398295,p0.t1_amount
Arbitrage Not Present,1970054.0,-1911285.8608089674,-0.9701692749584364,41.844795579037225,-0.0195912982144707,2303.7817762196214,-2174.8998898155446,0.0,1970054.0,0.0,0.0,-2174.8998898155446,-30.045,-8.056342479238833,-1.2257947538242877,-0.3351597743117376,-0.0195912982144707,0.132123191390149,0.7998047410200382,3.4231990698158,25.967563236466408,p0.t1_amount
Population,2007992.0,398051333718.0,198233.5256903414,2923.2745174821184,198732.0,203018.0,193179.0,0.0,2007992.0,0.0,0.0,193179.0,194226.0,195097.0,195911.0,196610.0,198732.0,199251.0,200660.0,201171.0,202241.0,p0.tick
Arbitrage Present,37938.0,7445140953.0,196244.95105171597,1926.4070446688463,195462.0,203018.0,193179.0,0.0,37938.0,0.0,0.0,193179.0,194975.0,195444.0,195450.0,195456.0,195462.0,195467.0,195473.0,197151.0,199317.0,p0.tick
Arbitrage Not Present,1970054.0,390606192765.0,198271.8203485793,2925.921554610597,198806.0,203014.0,193179.0,0.0,1970054.0,0.0,0.0,193179.0,194219.0,195074.0,195968.0,196773.0,198806.0,199277.0,200712.0,201187.0,202242.0,p0.tick
